"iid","sv","sd","vtyp","sno","sna","sip","tot","sbi","bemp","sna_sbi_bemp","sarea","mday_num","mday_time","lat","lng","ar","sareaen","snaen","aren","nbcnt","act"
"407","1","20130509110341","1","69","興豐公園","192.168.4.72","34","6","28","興豐公園
有車6
有空位28","文山區","20150720182526","42205.452777778","24.999837","121.547778","興隆路二段123巷/興隆路二段(西北側)","Wenshan Dist.","Xingfong Park","The N.W. side of Ln. 123, Sec. 2, Xinglong Rd. & Sec. 2, Xinglong Rd.","0","1"
"408","1","20130510130141","1","70","捷運台北101/世貿站","192.168.4.73","52","2","50","捷運台北101/世貿站
有車2
有空位50","信義區","20150720182526","42205.452777778","25.032752","121.561645","莊敬路/信義線五段(東南側)","Xinyi Dist.","MRT Taipei 101/World Trade Center Sta.","The S.E. side of Zhuangjing Rd. & Sec. 5, Xinyi Rd.","0","1"
"409","1","20130516184739","1","71","捷運信義安和站","","30","0","30","捷運信義安和站
有車0
有空位30","大安區","20150720182526","42205.452777778","25.032985","121.554204","通化街/信義路四段(西南側)","Daan Dist.","MRT Xinyi Anhe Sta.","The S.W. side of Tonghua St. & Sec. 4, Xinyi Road., Daan Dist.","0","1"
"413","1","20130619203136","1","75","基隆光復路口","","30","20","9","基隆光復路口
有車20
有空位9","信義區","20150720182526","42205.452777778","25.0300508","121.557635","基隆路二段/光復南路(東北側)","Xinyi Dist.","Keelung & Guangfu Intersection","The intersection of Sec. 2, Keelung Rd. & Guangfu S. Rd.","1","1"
"414","1","20130619203335","1","76","新生長春路口","","36","16","20","新生長春路口
有車16
有空位20","中山區","20150720182526","42205.452777778","25.056387","121.527522","新生北路二段/新生北路二段68巷交叉口(新生橋下)","Zhongshan Dist.","Xinsheng & Changchun Intersection","Under the bridge- the intersection of Sec. 2, Xinsheng N. Rd. & Ln. 68, Sec. 2, Xinsheng N. Rd.","0","1"
"415","1","20130621144511","1","77","民生活動中心","10.7.0.9","32","1","31","民生活動中心
有車1
有空位31","松山區","20150720182526","42205.452777778","25.059147","121.56297","民生東路五段/三民路口(西北側)","Songshan Dist.","Minsheng Activity Center","The N.W. side of Sec. 5, Minsheng E. Rd. & Sanmin Rd.","0","1"
"416","1","20130704102459","1","78","捷運圓山站(2號出口)","","52","5","47","捷運圓山站(2號出口)
有車5
有空位47","大同區","20150720182526","42205.452777778","25.071824","121.519287","承德路三段/庫倫街(東南側)","Datong Dist.","MRT Yuanshan Sta. (Exit 2)","The S.E. side of Sec. 3, Chengde Rd. & Kulun St.","0","1"
"417","1","20130704102651","1","79","捷運民權西路站(3號出口)","","50","18","32","捷運民權西路站(3號出口)
有車18
有空位32","大同區","20150720182526","42205.452777778","25.061285","121.520205","民權西路70巷37號對面","Datong Dist.","MRT Minquan W.Rd. Sta.(Exit 3)","The opposite of No.37, Ln. 70, Minquan W. Rd.","0","1"
"418","1","20130704180426","1","80","華江高中","","44","4","39","華江高中
有車4
有空位39","萬華區","20150720182526","42205.452777778","25.02751","121.495869","東園街/東園街35巷(東北側)","Wanhua Dist.","Huajiang High School","The N.E. side of Dongyuan St. & Ln. 35, Dongyuan St.","0","1"
"419","1","20130704180142","1","81","捷運台電大樓站(2號出口)","","40","10","29","捷運台電大樓站(2號出口)
有車10
有空位29","大安區","20150720182526","42205.452777778","25.020547","121.528552","羅斯福路/辛亥路交叉口(古亭國小前)","Daan Dist.","MRT Taipower Building Sta. (Exit 2)","The intersection of Roosevelt Rd. & Xinhai Rd. (Gu Ting Elementary School) ","0","1"
"420","1","20130709212101","1","82","捷運西門站(3號出口)","","60","2","55","捷運西門站(3號出口)
有車2
有空位55","中正區","20150720182526","42205.452777778","25.041778","121.508693","中華路一段/寶慶路(東南側)","Zhongzheng Dist.","MRT Ximen Sta.(Exit 3)","The S.E. side of Sec. 1, Zhonghua Rd. & Baoqing Rd.","0","1"
"421","1","20130710094448","1","83","捷運大安森林公園站","","74","38","36","捷運大安森林公園站
有車38
有空位36","大安區","20150720182526","42205.452777778","25.033156","121.535161","信義路三段31巷/信義路三段(南側)","Daan Dist.","MRT Daan Park Sta.","The S. side of Ln. 31, Sec. 3, Xinyi Rd. & Sec. 3, Xinyi Rd.","0","1"
"422","1","20130710094639","1","84","復華花園新城","","38","12","26","復華花園新城
有車12
有空位26","萬華區","20150720182526","42205.452777778","25.029705","121.502899","西藏路115號/西藏路(東南側)","Wanhua Dist.","Fuhua Garden New Village(City)","The S.E. side of No.115, Xizang Rd. & Xizang Rd.","0","1"
"423","1","20130715183258","1","85","信義敦化路口","","46","8","38","信義敦化路口
有車8
有空位38","大安區","20150720182526","42205.452777778","25.033362","121.54911","信義路四段/敦化南路一段(東北側)","Daan Dist.","Xinyi & Dunhua Intersection","The N.E. side of Sec. 4, Xinyi Rd. & Sec. 1, Dunhua S. Rd.","0","1"
"424","1","20130716195638","1","86","民權復興路口","","46","11","35","民權復興路口
有車11
有空位35","松山區","20150720182526","42205.452777778","25.062344","121.545138","復興北路/民權東路三段(東北側)","Songshan Dist.","Minquan & Fuxing Intersection","The N.E. side of Fuxing N. Rd. & Sec. 3, Minquan E. Rd.","0","1"
"426","1","20130717140002","1","88","捷運象山站","","58","30","27","捷運象山站
有車30
有空位27","信義區","20150720182526","42205.452777778","25.032835","121.571274","信義路五段/信義路五段91巷(西北側)","Xinyi Dist.","MRT Xiangshan Sta.","The N.W. side of Sec. 5, Xinyi Rd. & Ln. 91, Sec. 5, Xinyi Rd.","0","1"
"427","1","20130717162023","1","89","和平重慶路口","","44","2","41","和平重慶路口
有車2
有空位41","中正區","20150720182526","42205.452777778","25.027323","121.516385","重慶南路三段/和平西路一段(東北側)","Zhongzheng Dist.","Heping Chongqing Intersection","The N.E. side of Sec. 3, Chongqing S. Rd. & Sec. 1, Heping W. Rd.","0","1"
"428","1","20130717162303","1","90","老松國小","","44","9","35","老松國小
有車9
有空位35","萬華區","20150720182526","42205.452777778","25.037783","121.501708","康定路/桂林路(東南側)","Wanhua Dist.","Laosong Elementary School","The S.E. side of Kangding Rd. & Guilin Rd.","0","1"
"429","1","20130717162439","1","91","市立美術館","","36","3","33","市立美術館
有車3
有空位33","中山區","20150720182526","42205.452777778","25.070629","121.523268","中山北路三段/酒泉街(西南側)","Zhongshan Dist.","Taipei Fine Arts Museum","The S.W. side of Sec. 3, Zhongshan N. Rd. & Jiuquan St.","0","1"
"430","1","20130719110707","1","92","開封西寧路口","","42","11","31","開封西寧路口
有車11
有空位31","萬華區","20150720182526","42205.452777778","25.046618","121.507169","開封街二段/西寧南路(東北側)","Wanhua Dist.","Kaifong & Xining Intersection","The N.E. side of Sec. 2, Kaifeng St. & Xining S. Rd.","0","1"
"431","1","20130719110823","1","93","吳興公車總站","","56","36","20","吳興公車總站
有車36
有空位20","信義區","20150720182526","42205.452777778","25.023877","121.569836","松仁路/吳興街交叉口","Xinyi Dist.","Wu Xing Bus Station.","The intersection of Songren Rd. & Wuxing St.","0","1"
"432","1","20130719191809","1","94","捷運景美站","","52","27","25","捷運景美站
有車27
有空位25","文山區","20150720182526","42205.452777778","24.993254","121.541059","羅斯福路六段/景中街交叉口(東北側)","Wenshan Dist.","MRT Jingmei Sta.","The intersectionof Sec. 6, Roosevelt Rd. & Jingzhong St.","0","1"
"433","1","20130729155220","1","95","東園國小","","32","5","27","東園國小
有車5
有空位27","萬華區","20150720182526","42205.452777778","25.023393","121.497679","東園街/萬大路344巷(東南側)","Wanhua Dist.","Dongyuan Elementary School","The S.E. side of Dongyuan St. & Ln. 344, Wanda Rd.","0","1"
"434","1","20130729155552","1","96","三民公園","","30","4","25","三民公園
有車4
有空位25","松山區","20150720182526","42205.452777778","25.061567","121.566558","撫遠街/富錦街(東南側)","Songshan Dist.","Sanmin Park","The S.E. side of Fuyuan St. & Fujin St.","0","1"
"435","1","20130729155956","1","97","捷運劍潭站(2號出口)","","52","21","31","捷運劍潭站(2號出口)
有車21
有空位31","士林區","20150720182526","42205.452777778","25.082825","121.524721","基河路18號對面","Shilin Dist.","MRT Jiantan Sta.(Exit 2)","The opposite of No.18, Jihe Rd.","0","1"
"439","1","20130729160545","1","101","華山文創園區","","50","15","35","華山文創園區
有車15
有空位35","中正區","20150720182526","42205.452777778","25.043668","121.528487","忠孝東路二段41號前","Zhongzheng Dist.","Huashan 1914‧Creative Park","Front of No.41, Sec. 2, Zhongxiao E. Rd.","0","1"
"440","1","20130729160805","1","102","臺北市客家文化主題公園","","32","6","26","臺北市客家文化主題公園
有車6
有空位26","中正區","20150720182526","42205.452777778","25.02043","121.525322","師大路/汀州路交叉口","Zhongzheng Dist.","Taipei City Hakka Cultural Park","The intersection of Shida Rd. & Tingzhou Rd.","0","1"
"441","1","20130729160906","1","103","萬大興寧街口","","52","9","43","萬大興寧街口
有車9
有空位43","萬華區","20150720182526","42205.452777778","25.031974","121.500474","萬大路/興寧街(西南側)","Wanhua Dist.","Wanda & Xingning Intersection","The S.W. side of Wanda Rd. & Xingning St.","0","1"
"442","1","20130729161023","1","104","台北花木批發市場","","38","8","30","台北花木批發市場
有車8
有空位30","文山區","20150720182526","42205.452777778","25.004023","121.54074","萬盛街/興隆路一段(西北側)","Wenshan Dist.","Taipei Pot Plant Auction","The N.W. side of Wansheng St. Sec. 1, Xinglong Rd.","0","1"
"443","1","20130729161141","1","105","峨嵋停車場","","42","26","15","峨嵋停車場
有車26
有空位15","萬華區","20150720182526","42205.452777778","25.044412","121.505409","昆明街/西寧南路50巷(東南側)","Wanhua Dist.","Emei Parking Lot","The S.E. side of Kunming St. & Ln. 50, Xining S. Rd. ","0","1"
"444","1","20130729161238","1","106","西園艋舺路口","","44","4","39","西園艋舺路口
有車4
有空位39","萬華區","20150720182526","42205.452777778","25.032932","121.497674","西園路二段/艋舺大道(西南側)","Wanhua Dist.","Xiyuan & Bangka Intersection","The S.W. side of Sec. 2, Xiyuan Rd. & Bangka Blvd.","0","1"
"445","1","20130729161331","1","107","捷運小南門站(1號出口)","","54","4","49","捷運小南門站(1號出口)
有車4
有空位49","中正區","20150720182526","42205.452777778","25.036402","121.509422","博愛路/愛國西路交叉口(西北側)","Zhongzheng Dist.","MRT Xiaonanmen Sta. (Exit 1)","The intersection of Bo’ai Rd. & Aiguo W. Rd.","0","1"
"446","1","20130809093136","1","108","臺北孔廟","","32","14","18","臺北孔廟
有車14
有空位18","大同區","20150720182526","42205.452777778","25.073306","121.515843","哈密街59巷/哈密街(東北側)","Datong Dist.","Taipei Confucius Temple","The N.E. side of Ln. 59, Hami St. & Hami St.","0","1"
"447","1","20130809093709","1","109","林安泰古厝","","36","10","26","林安泰古厝
有車10
有空位26","中山區","20150720182526","42205.452777778","25.071606","121.530805","吉林路/民族東路(北側)","Zhongshan Dist.","Lin An-tai Historical House","The N. side of Jilin Rd. & Minzu E. Rd.","0","1"
"448","1","20130819094543","1","110","文湖國小","","44","9","35","文湖國小
有車9
有空位35","內湖區","20150720182526","42205.452777778","25.086376","121.560888","文湖街21巷/文湖街(東北側)","Neihu Dist.","Wenhu Elementary School","The N.E. side of Ln. 21, Wenhu St. & Wenhu St.","0","1"
"449","1","20130822113711","1","111","捷運忠孝復興站(2號出口)","","54","18","34","捷運忠孝復興站(2號出口)
有車18
有空位34","大安區","20150720182526","42205.452777778","25.040184","121.543497","復興南路一段/仁愛路三段123巷13弄(西北側)","Daan Dist.","MRT Zhongxiao Fuxing Sta.(Exit 2)","The N.W. side of Sec. 1, Fuxing S. Rd. & Aly. 13, Ln. 123, Sec. 3, Ren’ai Rd.","1","1"
"450","1","20131001183941","1","112","捷運新北投站","","48","9","38","捷運新北投站
有車9
有空位38","北投區","20150720182526","42205.452777778","25.137456","121.503124","大業路/中和街交叉口","Beitou Dist.","MRT Xinbeitou Sta.","Daye Rd. & Zhonghe St.  Intersection","0","1"
"451","1","20000101000000","1","113","仁愛逸仙路口","","38","6","32","仁愛逸仙路口
有車6
有空位32","信義區","20150720182526","42205.452777778","25.037724","121.561178","仁愛路四段/逸仙路(西北側)","Xinyi Dist.","Renai & Yixian Intersection","Sec. 4, Ren’ai Rd. & Yixian Rd.","0","1"
"452","1","20131001184326","1","114","蘭雅公園","","30","21","9","蘭雅公園
有車21
有空位9","士林區","20150720182526","42205.452777778","25.109908","121.530386","忠誠路二段/忠誠路二段40巷(西南側)","Shilin Dist.","Lanya Park","Sec. 2, Zhongcheng Rd. & Ln. 40, Sec. 2, Zhongcheng Rd.","0","1"
"455","1","20131007110204","1","117","捷運北投站","","58","30","27","捷運北投站
有車30
有空位27","北投區","20150720182526","42205.452777778","25.132581","121.498618","光明路2巷/光明路交叉口","Beitou Dist.","MRT Beitou Sta.","Ln. 2, Guangming Rd. & Guangming Rd.  Intersection","0","1"
"456","1","20131007110327","1","118","大業大同街口","","36","3","32","大業大同街口
有車3
有空位32","北投區","20150720182526","42205.452777778","25.136929","121.499152","大業路/大同街口","Beitou Dist.","Daye & Datong Intersection","Daye Rd. & Datong St.  Intersection","0","1"
"457","1","20131007110507","1","119","捷運劍南路站(2號出口)","","56","40","16","捷運劍南路站(2號出口)
有車40
有空位16","中山區","20150720182526","42205.452777778","25.08418","121.555116","敬業二路/植福路(東北側)","Zhongshan Dist.","MRT Jiannan Rd. Sta.(Exit 2)","Jingye 2nd Rd. & Zhifu Rd.","0","1"
"458","1","20131007190221","1","120","捷運龍山寺站(1號出口)","","46","23","23","捷運龍山寺站(1號出口)
有車23
有空位23","萬華區","20150720182526","42205.452777778","25.035479","121.50026","和平西路三段/和平西路三段109巷(西北側)","Wanhua Dist.","MRT Longshan Temple Sta. (Exit. 1)","Sec. 3, Heping W. Rd. & Ln. 109, Sec. 3, Heping W. Rd.","0","1"
"459","1","20131014205048","1","121","龍江南京路口","","66","47","19","龍江南京路口
有車47
有空位19","中山區","20150720182526","42205.452777778","25.05298","121.540568","龍江路110號對面停車場","Zhongshan Dist.","Longjiang & Nanjing Intersection","No.100, Longjiang Rd.","0","1"
"460","1","20131016120358","1","122","捷運港墘站(2號出口)","","50","34","15","捷運港墘站(2號出口)
有車34
有空位15","內湖區","20150720182526","42205.452777778","25.079681","121.575458","內湖路一段/港墘路(東南側)","Neihu Dist.","MRT Gangqian Sta. (Exit 2)","","0","1"
"461","1","20131016123650","1","123","天母運動公園","","44","17","27","天母運動公園
有車17
有空位27","士林區","20150720182526","42205.452777778","25.116325","121.534136","忠誠路二段/忠誠路二段207巷(東南側)","Shilin Dist.","Tienmu Sports Park","Sec.2,Zhongcheng Rd./Ln.207,Sec.2,Zhongcheng Rd.","0","1"
"462","1","20131023182911","1","124","振華公園","","36","31","5","振華公園
有車31
有空位5","北投區","20150720182526","42205.452777778","25.115863","121.518163","振華街36號對面","Beitou Dist.","Zenhua Park","No.36, Zhenhua St.","0","1"
"463","1","20131023183035","1","125","華西公園","","30","5","25","華西公園
有車5
有空位25","萬華區","20150720182526","42205.452777778","25.038609","121.498495","華西街/桂林路(東北側)","Wanhua Dist.","Huaxi Park","Huaxi St. & Guilin Rd.","0","1"
"464","1","20131023183949","1","126","敦化基隆路口","","30","0","30","敦化基隆路口
有車0
有空位30","大安區","20150720182526","42205.452777778","25.022073","121.548336","敦化南路二段/基隆路二段交叉口","Daan Dist.","Dunhua & Keelung Intersection","Sec. 2, Dunhua S. Rd. & Sec. 2, Keelung Rd.","0","1"
"465","1","20131108100906","1","127","東湖國中","","40","15","25","東湖國中
有車15
有空位25","內湖區","20150720182526","42205.452777778","25.073277","121.619521","康樂街/康樂街125巷(東南側)","Neihu Dist.","Donghu Junior High School","Kangle St./Ln. 125, Kangle St.","0","1"
"467","1","20131120191945","1","129","捷運文德站(2號出口)","","50","21","29","捷運文德站(2號出口)
有車21
有空位29","內湖區","20150720182526","42205.452777778","25.078292","121.585264","文德路220巷/文德路(西南側)","Neihu Dist.","MRT Wende Sta. (Exit 2)","Ln. 220, Wende Rd./Wende Rd.","0","1"
"468","1","20131120192101","1","130","羅斯福寧波東街口","","26","16","10","羅斯福寧波東街口
有車16
有空位10","中正區","20150720182526","42205.452777778","25.031445","121.519411","羅斯福路一段/寧波東街(東南側)","Zhongzheng Dist.","Roosevelt & Ningbo E. St. Intersection","Sec. 1, Roosevelt Rd. & Ningbo E. St.","0","1"
"470","1","20131211192233","1","132","羅斯福新生南路口","","88","58","26","羅斯福新生南路口
有車58
有空位26","大安區","20150720182526","42205.452777778","25.01603085","121.5331757","羅斯福路四段/新生南路三段交叉口","Daan Dist.","Roosevelt & Xinsheng S. Intersection","Sec. 4, Roosevelt Rd./Sec. 3, Xinsheng S. Rd.","1","1"
"471","1","20131217085155","1","133","蘭興公園","","40","24","15","蘭興公園
有車24
有空位15","士林區","20150720182526","42205.452777778","25.111839","121.525888","中山北路六段/士東路(西北側)","Shilin Dist.","Lanxing Park","Sec.6, Zhongshan N. Rd / Shidong Rd","0","1"
"472","1","20131217085353","1","134","捷運芝山站(2號出口)","","64","2","62","捷運芝山站(2號出口)
有車2
有空位62","士林區","20150720182526","42205.452777778","25.10336","121.522629","福華路/福華路162巷(東南側)","Shilin Dist.","MRT Zhishan Sta.(Exit 2)","Fuhua Rd. / Ln. 162, Fuhua Rd.","0","1"
"473","1","20131217203111","1","135","捷運石牌站(2號出口)","","54","16","38","捷運石牌站(2號出口)
有車16
有空位38","北投區","20150720182526","42205.452777778","25.114513","121.515677","東華街一段/裕民二路(西側)	","Beitou Dist.","MRT Shipai Sta. (Exit 2)","Sec. 1, Donghua St. / Yumin 2nd Rd.","0","1"
"474","1","20131217203556","1","136","國立臺北護理健康大學","","30","6","24","國立臺北護理健康大學
有車6
有空位24","北投區","20150720182526","42205.452777778","25.118049","121.517512","石牌路二段130巷/石牌路二段(東南側)","Beitou Dist.","NTUNHS","Ln. 130, Sec. 2, Shipai Rd. / Sec. 2, Shipai Rd.","0","1"
"475","1","20131223134159","1","137","國防大學","","46","1","45","國防大學
有車1
有空位45","北投區","20150720182526","42205.452777778","25.137976","121.493066","中央北路二段/豐年路二段交叉口","Beitou Dist.","Nat’l Defense U.","Sec. 2, Zhongyang N. Rd. / Sec. 2, Fengnian Rd.","0","1"
"477","1","20131226100109","1","139","永樂市場","","30","0","30","永樂市場
有車0
有空位30","大同區","20150720182526","42205.452777778","25.054501","121.510549","民樂街/南京西路233巷(西北側)","Datong Dist.","Yongle Market","Minle St., Datong Dist./Ln. 233, Nanjing W. Rd.","0","1"
"479","1","20131226100427","1","141","文山行政中心","","36","14","22","文山行政中心
有車14
有空位22","文山區","20150720182526","42205.452777778","24.989902","121.569984","木柵路三段220號前","Wenshan Dist.","Wenshan Dist. Admin. Center","No.220, Sec. 3, Muzha Rd.","0","1"
"480","1","20131226100530","1","142","捷運木柵站","","52","16","36","捷運木柵站
有車16
有空位36","文山區","20150720182526","42205.452777778","24.997747","121.574214","木柵路四段82巷18號前(捷運橋樑下)","Wenshan Dist.","MRT Muzha Sta.","No.18, Ln. 82, Sec. 4, Muzha Rd.","0","1"
"481","1","20131226100624","1","143","捷運動物園站(2號出口)","","72","28","44","捷運動物園站(2號出口)
有車28
有空位44","文山區","20150720182526","42205.452777778","24.997659","121.578752","新光路二段28號前","Wenshan Dist.","MRT Taipei Zoo Sta.(Exit 2)","No.28, Sec. 2, Xinguang Rd.","0","1"
"482","1","20131231191442","1","144","國立政治大學","","70","38","32","國立政治大學
有車38
有空位32","文山區","20150720182526","42205.452777778","24.988363","121.576536","萬壽路16巷6號前","Wenshan Dist.","Nat’l Chengchi U.","No.6, Ln. 16, Wanshou Rd.","0","1"
"483","1","20140107090703","1","145","樹德公園","","40","5","35","樹德公園
有車5
有空位35","大同區","20150720182526","42205.452777778","25.066688","121.516149","大龍街/大龍街85巷(東北側)","Datong Dist.","Shude Park","Dalong St. / Ln. 85, Dalong St.","0","1"
"484","1","20140113132745","1","146","捷運士林站(2號出口)","","46","27","19","捷運士林站(2號出口)
有車27
有空位19","士林區","20150720182526","42205.452777778","25.092546","121.526556","中正路247巷/中山北路五段505巷(東南側)","Shilin Dist.","MRT Shilin Sta.(Exit 2)","Ln. 247, Zhongzheng Rd. / Ln. 505, Sec. 5, Zhongshan N. Rd.","0","1"
"485","1","20140113132930","1","147","士林運動中心","","32","14","18","士林運動中心
有車14
有空位18","士林區","20150720182526","42205.452777778","25.089175","121.521814","承德路四段/大南路(東北側)","Shilin Dist.","Shilin Sports Center","Sec. 4, Chengde Rd./Danan Rd.","0","1"
"486","1","20140113133113","1","148","捷運明德站","","68","24","43","捷運明德站
有車24
有空位43","北投區","20150720182526","42205.452777778","25.110331","121.518316","致遠一路一段46巷/西安街一段(東南側)","Beitou Dist.","MRT Mingde Sta.","Ln. 46, Sec. 1, Zhiyuan 1st Rd./Sec. 1, Xi’an St.","0","1"
"487","1","20140116103056","1","149","北投運動中心","","62","31","30","北投運動中心
有車31
有空位30","北投區","20150720182526","42205.452777778","25.116665","121.509621","石牌路一段39巷100號前","Beitou Dist.","Beitou Sports Center","No.100, Ln. 39, Sec. 1, Shipai Rd.","0","1"
"488","1","20140116103213","1","150","松德公園","","38","9","28","松德公園
有車9
有空位28","信義區","20150720182526","42205.452777778","25.036568","121.57343","松德路168巷20號前","Xinyi Dist.","Songde Park","No.20, Ln. 168, Songde Rd.","0","1"
"489","1","20140120085747","1","151","考試院","","34","9","25","考試院
有車9
有空位25","文山區","20150720182526","42205.452777778","24.987507","121.549827","試院路(雙號)/木柵路一段(東北側)","Wenshan Dist.","Examination Yuan","Shiyuan Rd. / Sec. 1, Muzha Rd., ","0","1"
"490","1","20140120085812","1","152","百齡國小","","40","15","24","百齡國小
有車15
有空位24","士林區","20150720182526","42205.452777778","25.08521","121.519175","前港街100巷/前港街(北方)","Shilin Dist.","Bailing Elementary School","Ln. 100, Qiangang St. / Qiangang St.","0","1"
"491","1","20140120085913","1","153","蔣渭水紀念公園","","40","13","26","蔣渭水紀念公園
有車13
有空位26","大同區","20150720182526","42205.452777778","25.059885","121.516299","錦西街51號對面","Datong Dist.","Jiang Wei-shui Memorial Park","No.51, Jinxi St., Datong Dist.","0","1"
"493","1","20140120191805","1","155","瑞光港墘路口","","30","12","18","瑞光港墘路口
有車12
有空位18","內湖區","20150720182526","42205.452777778","25.076193","121.57505","瑞光路/港墘路(西南側)","Neihu Dist.","Ruiguang & Gangqian Intersection","Ruiguang Rd. / Gangqian Rd.","0","1"
"494","1","20140120192640","1","156","東湖國小","","38","18","18","東湖國小
有車18
有空位18","內湖區","20150720182526","42205.452777778","25.068409","121.615938","東湖路/東湖路119巷(西北側)","Neihu Dist.","Donghu Elementary School","Donghu Rd. / Ln. 119, Donghu Rd.","0","1"
"495","1","20140120192800","1","157","麗山國小","","42","30","12","麗山國小
有車30
有空位12","內湖區","20150720182526","42205.452777778","25.082703","121.571467","內湖路一段411巷/內湖路一段411巷19弄(東北側)","Neihu Dist.","Lishan Elementary School","Ln. 411, Sec. 1, Neihu Rd. / Aly. 19, Ln. 411, Sec. 1, Neihu Rd.","0","1"
"496","1","20140120192919","1","158","捷運東湖站","","48","12","35","捷運東湖站
有車12
有空位35","內湖區","20150720182526","42205.452777778","25.066635","121.613505","安康路315巷/五分街14巷(西側)","Neihu Dist.","MRT Donghu Sta. ","Ln. 315, Ankang Rd./Ln. 14, Wufen St.","0","1"
"497","1","20140120193043","1","159","捷運西湖站(1號出口)","","36","10","26","捷運西湖站(1號出口)
有車10
有空位26","內湖區","20150720182526","42205.452777778","25.082866","121.566695","環山路一段9巷/內湖路一段285巷(西南側)","Neihu Dist.","MRT Xihu Sta. (Exit 1)","Ln. 9, Sec. 1, Huanshan Rd./Ln. 285, Sec. 1, Neihu Rd.","0","1"
"498","1","20140120193250","1","160","捷運中山站(4號出口)","","30","5","25","捷運中山站(4號出口)
有車5
有空位25","大同區","20150720182526","42205.452777778","25.053082","121.52029","南京西路/南京西路25巷(東北側)","Datong Dist.","MRT Zhongshan Sta. (Exit 4)","Nanjing W. Rd. / Ln. 25, Nanjing W. Rd.","0","1"
"508","1","20140124111726","1","161","大豐公園","","56","25","31","大豐公園
有車25
有空位31","北投區","20150720182526","42205.452777778","25.131143","121.503768","磺港路/大興街(東北側)","Beitou Dist.","Dafong Park","Huanggang Rd. / Daxing St.","0","1"
"544","1","20140506133414","1","162","捷運中山國小站(4號出口)","","70","46","24","捷運中山國小站(4號出口)
有車46
有空位24","中山區","20150720182526","42205.452777778","25.062924","121.52772","民權東路一段/新生北路三段(北側)(新生高架橋下)","Zhongshan Dist.","MRT Zhongshan Elementary School sta.(Exit 4)","Sec. 1, Minquan E. Rd./Sec. 3, Xinsheng N. Rd","0","1"
"565","1","20140703135549","1","163","捷運麟光站2號出口","","72","5","67","捷運麟光站2號出口
有車5
有空位67","大安區","20150720182526","42205.452777778","25.018097","121.559279","和平東路三段/和平東路三段416巷(捷運高架橋下)","Daan Dist.","MRT Linguang Sta. (Exit 2)","Sec. 3, Heping E. Rd./Ln. 416,Sec. 3, Heping E. Rd.","0","1"
"567","1","20140703140052","1","165","捷運唭哩岸站(2號出口)","","62","15","47","捷運唭哩岸站(2號出口)
有車15
有空位47","北投區","20150720182526","42205.452777778","25.120788","121.505693","西安街二段/立農街一段257巷","Beitou Dist.","MRT Qilian Sta. (Exit 2)","Sec. 2, Xi'an St./Ln. 257,Sec. 2, Linong St.","0","1"
"568","1","20140703140202","1","166","臺北市立景美女中","","34","11","23","臺北市立景美女中
有車11
有空位23","文山區","20150720182526","42205.452777778","24.980602","121.556177","木新路三段/一壽街(西北側)","Wenshan Dist.","Taipei JingMei Girls High School","Sec. 3, Muxin Rd./Yishou St.","0","1"
"619","1","20141030093333","1","169","植物園","","44","1","38","植物園
有車1
有空位38","中正區","20150720182526","42205.452777778","25.030015","121.509813","和平西路二段100號前","Zhongzheng Dist.","Taipei Botanical Garden","No.100, Sec. 2, Heping W. Rd.","0","1"
"621","1","20141030093619","1","171","文山運動中心","","38","11","27","文山運動中心
有車11
有空位27","文山區","20150720182526","42205.452777778","24.996842","121.559651","興隆路三段/興隆路三段192巷8弄","Wenshan Dist.","Taipei Wen Shan Sports Center","Sec. 3, Xinglong Rd./Aly. 8, Ln. 192, Sec. 3, Xinglong Rd.","0","1"
"622","1","20141030093754","1","172","捷運南京三民站(1號出口)","","24","4","20","捷運南京三民站(1號出口)
有車4
有空位20","松山區","20150720182526","42205.452777778","25.051518","121.563785","南京東路五段/三民路(西北側)","Songshan Dist.","MRT Nanjing Sanmin Sta. (Exit 1)","Sec. 5, Nanjing E. Rd./Sanmin Rd.","0","1"
"623","1","20141030093914","1","173","捷運松江南京站(7號出口)","","56","0","55","捷運松江南京站(7號出口)
有車0
有空位55","中山區","20150720182526","42205.452777778","25.052181","121.533211","松江路/南京東路二段(東北側)","Zhongshan Dist.","MRT Songjiang Nanjing Sta. (Exit 7)","Sec. 2, Nanjing E. Rd./Sec. 2, Nanjing E. Rd.","0","1"
"624","1","20141030094100","1","174","捷運小巨蛋站(5號出口)","","52","19","30","捷運小巨蛋站(5號出口)
有車19
有空位30","松山區","20150720182526","42205.452777778","25.051702","121.553057","南京東路四段/健康路(東北側)","Songshan Dist.","MRT Taipei Arena Sta. (Exit 5)","Sec. 4, Nanjing E. Rd./Jiankang Rd.","1","1"
"626","1","20141030094512","1","176","興安華城","","98","33","64","興安華城
有車33
有空位64","中山區","20150720182526","42205.452777778","25.055997","121.542318","興安街/遼寧街","Zhongshan Dist.","Xingan Huacheng Community","Xing’an St./Liaoning St.","0","1"
"627","1","20141030094629","1","177","葫蘆國小","","40","32","8","葫蘆國小
有車32
有空位8","士林區","20150720182526","42205.452777778","25.082538","121.507495","環河北路三段/葫蘆街(東北側)","Shilin Dist.","Hulu Elementary School","Sec. 3, Huanhe N. Rd./Hulu St.","0","1"
